Date,Open,High,Low,Close,Volume
201603160900,47565,47575,47085,47215
201603160910,47215,47275,47065,47100
201603160920,47100,47135,47010,47040
201603160930,47040,47080,46805,46930
201603160940,46935,47015,46855,46950
201603160950,46960,47055,46940,47035
201603161000,47035,47140,47015,47125
201603161010,47120,47135,46880,46920
201603161020,46920,47180,46855,47135
201603161030,47135,47470,47060,47375
201603161040,47380,47400,47140,47340
201603161050,47340,47580,47265,47485
201603161100,47490,47550,47310,47390
201603161110,47385,47425,47285,47360
201603161120,47360,47380,46820,46945
201603161130,46950,47155,46935,47100
201603161140,47100,47225,46985,47105
201603161150,47115,47195,46995,47195
201603161200,47190,47290,47120,47210
201603161210,47205,47220,47020,47110
201603161220,47105,47160,47025,47065
201603161230,47065,47140,47035,47115
201603161240,47120,47260,47095,47205
201603161250,47210,47270,47155,47200
201603161300,47200,47240,47085,47170
201603161310,47170,47200,47090,47160
201603161320,47155,47195,47045,47045
201603161330,47050,47125,47015,47105
201603161340,47105,47105,46910,46960
201603161350,46965,47125,46950,47120
201603161400,47115,47195,47110,47175
201603161410,47170,47260,47110,47235
201603161420,47230,47390,47185,47355
201603161430,47365,47425,47330,47355
201603161440,47360,47575,47355,47500
201603161450,47505,47535,47440,47500
201603161500,47510,47800,47505,47710
201603161510,47710,47760,47475,47590
201603161520,47585,47880,47565,47820
201603161530,47820,47925,47780,47860
201603161540,47855,48180,47850,48130
201603161550,48130,48150,47810,47820
201603161600,47825,48030,47765,47965
201603161610,47975,48050,47850,48030
201603161620,48030,48180,47910,48100
201603161630,48105,48225,47875,48090
201603161640,48100,48140,48000,48095
201603161650,48100,48195,48070,48125
201603161700,48125,48195,48050,48105
201603161710,48105,48250,48040,48235
201603161720,48240,48445,48220,48310
201603161730,48325,48455,48265,48445
201603161740,48440,48630,48435,48490
201603161750,48480,48560,48460,48560
201603170900,50500,51000,50500,50660
201603170910,50660,50775,50500,50650
201603170920,50645,50815,50610,50745
201603170930,50750,50975,50675,50915
201603170940,50915,50940,50825,50880
201603170950,50875,50895,50740,50820
201603171000,50820,51165,50775,50880
201603171010,50875,50965,50820,50930
201603171020,50940,51025,50685,50750
201603171030,50745,50770,50315,50440
201603171040,50440,50450,49935,50035
201603171050,50035,50235,49815,50225
201603171100,50235,50520,50185,50305
201603171110,50305,50515,50195,50300
201603171120,50300,50455,50215,50300
201603171130,50300,50390,50250,50390
201603171140,50390,50950,50315,50725
201603171150,50725,50925,50605,50875
201603171200,50875,51055,50820,50975
201603171210,50965,51040,50820,50995
201603171220,50995,51245,50960,51130
201603171230,51125,51285,51080,51125
201603171240,51130,51185,51040,51115
201603171250,51115,51125,50985,51000
201603171300,51000,51070,50925,51015
201603171310,51015,51140,50945,51085
201603171320,51080,51225,51080,51220
201603171330,51210,51240,50955,51025
201603171340,51025,51190,50995,51190
201603171350,51190,51260,51045,51050
201603171400,51055,51165,51005,51115
201603171410,51110,51165,50940,50945
201603171420,50945,51145,50935,51105
201603171430,51095,51165,51000,51125
201603171440,51130,51380,51105,51270
201603171450,51270,51385,51250,51350
201603171500,51345,51470,51305,51450
201603171510,51450,51600,51425,51585
201603171520,51595,51730,51510,51585
201603171530,51585,51700,51515,51570
201603171540,51565,51585,51465,51555
201603171550,51560,51600,51140,51220
201603171600,51220,51470,51205,51360
201603171610,51365,51495,51345,51460
201603171620,51455,51635,51455,51595
201603171630,51595,51610,51480,51520
201603171640,51520,51665,51495,51575
201603171650,51575,51580,51290,51315
201603171700,51320,51425,51220,51400
201603171710,51395,51525,51305,51485
201603171720,51480,51505,51405,51455
201603171730,51455,51610,51440,51585
201603171740,51585,51780,51585,51705
201603171750,51700,51800,51670,51800
201603180900,51600,51920,51300,51350
201603180910,51360,51555,51345,51545
201603180920,51550,51635,51385,51515
201603180930,51520,51580,51415,51560
201603180940,51570,51720,51520,51695
201603180950,51700,51830,51675,51710
201603181000,51715,51735,51560,51710
201603181010,51705,51720,51535,51590
201603181020,51595,51605,51325,51365
201603181030,51365,51500,51185,51285
201603181040,51285,51370,51140,51185
201603181050,51190,51245,51035,51110
201603181100,51120,51195,51000,51045
201603181110,51045,51150,50920,50935
201603181120,50935,50975,50830,50865
201603181130,50865,51085,50830,50920
201603181140,50920,50960,50740,50755
201603181150,50750,50955,50725,50950
201603181200,50950,50960,50850,50855
201603181210,50855,51010,50855,50980
201603181220,50985,50985,50815,50845
201603181230,50850,50890,50675,50740
201603181240,50730,50820,50555,50725
201603181250,50720,50770,50655,50690
201603181300,50700,50705,50605,50650
201603181310,50645,50715,50615,50685
201603181320,50680,50855,50630,50790
201603181330,50790,50870,50730,50865
201603181340,50865,50915,50805,50875
201603181350,50885,51040,50855,51015
